"user_name","user_birth_date","user_birth_city","seller","seller_address","transaction_amount","transaction_date"
"Maria Marazzi","1992-06-18","Melle","Delle, Cesarotti e Papetti s.r.l.","Via Fedele, 164 24049, Verdello (BG)","200,55","2022-11-04"
"Marta Coppola","1984-03-04","Albese Con Cassano","Porcellato, Monaco e Udinese Group","Via Amadeo, 718 Piano 3 55018, Segromigno In Monte (LU)","44,11","2022-10-25"
"Marta Coppola","1984-03-04","Albese Con Cassano","Cendron, Morellato e Modiano s.r.l.","Stretto Traversa, 676 67057, Pescina (AQ)","99,82","2022-11-06"
"Mirko Malatesta","2000-02-10","Santorso","Barese, Boccioni e Bixio Group","Vicolo Comeriato, 3 Appartamento 4 41058, Vignola (MO)","49,72","2022-11-11"
"Diana Maffei","1995-12-06","Peschici","Sforza-Ferrata SPA","Stretto Cafarchia, 3 Piano 7 30035, Mirano (VE)","203,20","2022-10-18"
"Tullio Majorana","1991-12-04","Giralba","Marcacci, Toso e Crespi SPA","Rotonda Sobrero, 65 Piano 5 98026, Nizza Di Sicilia (ME)","3,56","2022-11-06"
"Vittorio Gentili","1992-04-27","Sommati","Mondaini, Lollobrigida e Pavone e figli","Contrada Valguarnera, 10 Appartamento 14 70010, Adelfia Montrone (BA)","243,34","2022-10-27"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Ruggieri-Mannoia s.r.l.","Piazza Ariosto, 71 Piano 7 15051, Castellania (AL)","37,6","2022-11-01"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Manacorda Group","Borgo Catenazzi, 33 Appartamento 65 44037, Jolanda Di Savoia (FE)","46,84","2022-11-07"
"Marta Coppola","1984-03-04","Albese Con Cassano","Chiesa-Piccinni e figli","Borgo Gloria, 4 23871, Lomagna (LC)","45,48","2022-11-09"
"Mirko Malatesta","2000-02-10","Santorso","Salieri SPA","Via Bocca, 40 Piano 7 87010, Rota Greca (CS)","27,25","2022-11-11"
"Diana Maffei","1995-12-06","Peschici","Orengo, Ruffini e Petrucci s.r.l.","Contrada Antonello, 72 81013, San Giovanni E Paolo (CE)","127,53","2022-11-04"
"Marta Coppola","1984-03-04","Albese Con Cassano","Sinisi s.r.l.","Strada Sagredo, 58 Appartamento 29 05039, Stroncone (TR)","44,75","2022-10-19"
"Marta Coppola","1984-03-04","Albese Con Cassano","Procacci-Mastandrea s.r.l.","Stretto Pometta, 383 63828, Campofilone (FM)","70,51","2022-10-28"
"Maria Marazzi","1992-06-18","Melle","Pisani s.r.l.","Piazza Cianciolo, 7 Piano 7 81053, Riardo (CE)","3,72","2022-10-15"
"Tullio Majorana","1991-12-04","Giralba","Pigafetta e figli","Canale Visintini, 610 Appartamento 94 00025, Gerano (RM)","194,80","2022-11-11"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Mazzanti-Grasso Group","Canale Rosario, 94 Appartamento 73 36021, Ponte Di Barbarano (VI)","178,48","2022-11-10"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Comencini, Boito e Modigliani SPA","Via Ernesto, 166 50019, Querceto (FI)","103,51","2022-11-06"
"Tullio Majorana","1991-12-04","Giralba","Toninelli-Foconi Group","Strada Angelina, 79 Piano 1 17022, Borgio (SV)","17,12","2022-11-08"
"Diana Maffei","1995-12-06","Peschici","Sagese, Canali e Favata Group","Via Balotelli, 42 Appartamento 8 20017, Lucernate (MI)","229,23","2022-11-04"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Scotti SPA","Stretto Ciampi, 368 Piano 8 24020, Gromo (BG)","162,95","2022-10-13"
"Marta Coppola","1984-03-04","Albese Con Cassano","Murialdo, Spinelli e Loredan Group","Rotonda Simone, 5 63835, Montappone (FM)","34,91","2022-11-07"
"Marta Coppola","1984-03-04","Albese Con Cassano","Sinisi s.r.l.","Strada Sagredo, 58 Appartamento 29 05039, Stroncone (TR)","78,36","2022-11-01"
"Luciano Castiglione","1993-06-07","Baricella","Callegaro, Gottardi e Montalti SPA","Stretto Dossi, 78 46020, Schivenoglia (MN)","116,27","2022-11-10"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Gucci, Garibaldi e Celentano s.r.l.","Contrada Margherita, 949 Appartamento 88 70121, Bari (BA)","19,5","2022-11-10"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Gucci, Garibaldi e Celentano s.r.l.","Contrada Margherita, 949 Appartamento 88 70121, Bari (BA)","95,22","2022-10-14"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Falier SPA","Borgo Giuseppe, 71 24023, Clusone (BG)","247,39","2022-10-19"
"Mirko Malatesta","2000-02-10","Santorso","Fantozzi SPA","Piazza Guarino, 7 Appartamento 43 06134, Perugia (PG)","58,30","2022-11-03"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Greggio-Mascagni Group","Rotonda Mauro, 14 Appartamento 64 84052, Ceraso (SA)","194,3","2022-11-10"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Doglioni-Scaramucci s.r.l.","Via Alberico, 46 50025, Montespertoli (FI)","39,1","2022-11-02"
"Vittorio Gentili","1992-04-27","Sommati","Aloisio s.r.l.","Vicolo Camilleri, 82 Appartamento 6 23814, Maggio (LC)","123,2","2022-10-18"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Ruggieri-Mannoia s.r.l.","Piazza Ariosto, 71 Piano 7 15051, Castellania (AL)","10,26","2022-10-26"
"Diana Maffei","1995-12-06","Peschici","Ramazzotti, Polani e Pozzecco e figli","Contrada Morena, 211 Appartamento 78 58014, Manciano (GR)","249,70","2022-11-07"
"Luciano Castiglione","1993-06-07","Baricella","Gangemi e figli","Via Alberico, 0 89049, Stilo (RC)","212,67","2022-11-06"
"Tullio Majorana","1991-12-04","Giralba","Stoppani Group","Vicolo Pietrangeli, 84 Piano 0 90037, Piana Degli Albanesi (PA)","193,39","2022-11-01"
"Vittorio Gentili","1992-04-27","Sommati","Barzini, Pergolesi e Franzese s.r.l.","Rotonda Solimena, 438 31055, Quinto Di Treviso (TV)","215,52","2022-11-07"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Gianetti s.r.l.","Contrada Briccialdi, 894 55022, Casabasciana (LU)","65,57","2022-11-09"
"Vittorio Gentili","1992-04-27","Sommati","Jacuzzi-Ariosto e figli","Viale Rodolfo, 40 Appartamento 29 87010, Frascineto (CS)","98,44","2022-11-09"
"Maria Marazzi","1992-06-18","Melle","Pisani s.r.l.","Piazza Cianciolo, 7 Piano 7 81053, Riardo (CE)","145,85","2022-11-02"
"Diana Maffei","1995-12-06","Peschici","Bondumier SPA","Rotonda Argenti, 7 Piano 8 13855, Valdengo (BI)","73,37","2022-11-11"
"Marta Coppola","1984-03-04","Albese Con Cassano","Passalacqua s.r.l.","Piazza Alfio, 40 Appartamento 5 80063, Piano Di Sorrento (NA)","97,37","2022-10-28"
"Tullio Majorana","1991-12-04","Giralba","Rossini e figli","Rotonda Daria, 5 Piano 7 28014, Maggiora (NO)","36,23","2022-10-20"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Serlupi-Colletti e figli","Piazza Giampiero, 26 Piano 1 26025, Pandino (CR)","23,40","2022-10-29"
"Vittorio Gentili","1992-04-27","Sommati","Mondaini, Lollobrigida e Pavone e figli","Contrada Valguarnera, 10 Appartamento 14 70010, Adelfia Montrone (BA)","162,31","2022-10-28"
"Diana Maffei","1995-12-06","Peschici","Alboni-Boccioni SPA","Stretto Rapisardi, 18 12089, Villanova Mondovi' (CN)","222,100","2022-10-26"
"Vittorio Gentili","1992-04-27","Sommati","Tebaldi-Ughi e figli","Via Tamborini, 53 80047, Santa Maria La Scala (NA)","227,80","2022-11-02"
"Diana Maffei","1995-12-06","Peschici","Orengo, Ruffini e Petrucci s.r.l.","Contrada Antonello, 72 81013, San Giovanni E Paolo (CE)","86,79","2022-11-10"
"Diana Maffei","1995-12-06","Peschici","Finotto, Ajello e Cerutti s.r.l.","Borgo Azeglio, 31 26817, San Martino In Strada (LO)","211,19","2022-11-06"
"Maria Marazzi","1992-06-18","Melle","Paolucci e figli","Via Alessandro, 10 Appartamento 9 02048, Stimigliano Stazione (RI)","220,80","2022-11-03"
"Marta Coppola","1984-03-04","Albese Con Cassano","Procacci-Mastandrea s.r.l.","Stretto Pometta, 383 63828, Campofilone (FM)","137,19","2022-10-26"
"Tullio Majorana","1991-12-04","Giralba","Toninelli-Foconi Group","Strada Angelina, 79 Piano 1 17022, Borgio (SV)","184,19","2022-11-02"
"Vittorio Gentili","1992-04-27","Sommati","Leoncavallo-Fagotto Group","Viale Maspero, 24 Appartamento 5 34136, Trieste (TS)","87,47","2022-11-03"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Ruggieri-Mannoia s.r.l.","Piazza Ariosto, 71 Piano 7 15051, Castellania (AL)","80,79","2022-10-23"
"Vittorio Gentili","1992-04-27","Sommati","Barzini, Pergolesi e Franzese s.r.l.","Rotonda Solimena, 438 31055, Quinto Di Treviso (TV)","164,47","2022-10-26"
"Mirko Malatesta","2000-02-10","Santorso","Prada-Meucci e figli","Incrocio Spanevello, 89 Piano 7 00159, Roma (RM)","53,11","2022-10-20"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Cerquiglini, Acerbi e Mazzocchi s.r.l.","Vicolo Emma, 6 45011, Baricetta (RO)","154,62","2022-11-01"
"Tullio Majorana","1991-12-04","Giralba","Sgalambro, Tencalla e Condoleo e figli","Vicolo Tomei, 698 Piano 4 02030, Collelungo (RI)","86,94","2022-11-03"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Falier SPA","Borgo Giuseppe, 71 24023, Clusone (BG)","28,69","2022-11-07"
"Tullio Majorana","1991-12-04","Giralba","Rossini e figli","Rotonda Daria, 5 Piano 7 28014, Maggiora (NO)","199,30","2022-10-16"
"Vittorio Gentili","1992-04-27","Sommati","Odescalchi Group","Borgo Gianmarco, 539 16049, Amborzasco (GE)","11,18","2022-10-30"
"Tullio Majorana","1991-12-04","Giralba","Volta e figli","Piazza Gritti, 29 Appartamento 2 34071, Brazzano (GO)","108,22","2022-10-22"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Barracco-Anguissola s.r.l.","Borgo Ilaria, 61 Piano 9 84051, Centola (SA)","103,45","2022-10-15"
"Tullio Majorana","1991-12-04","Giralba","Pigafetta e figli","Canale Visintini, 610 Appartamento 94 00025, Gerano (RM)","189,44","2022-11-04"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Varano, Satta e Sauro s.r.l.","Piazza Niccolò, 63 37121, Verona (VR)","242,64","2022-11-05"
"Diana Maffei","1995-12-06","Peschici","Vercelloni, Fioravanti e Navone Group","Rotonda Tiziana, 93 Piano 9 03010, Madonna Delle Grazie (FR)","191,10","2022-10-30"
"Luciano Castiglione","1993-06-07","Baricella","Giovine SPA","Borgo Gabba, 443 Piano 7 74014, Laterza (TA)","242,44","2022-11-09"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Varano, Satta e Sauro s.r.l.","Piazza Niccolò, 63 37121, Verona (VR)","177,70","2022-10-28"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Borsiere SPA","Canale Alessandra, 93 71041, Carapelle (FG)","70,73","2022-10-26"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Borsiere SPA","Canale Alessandra, 93 71041, Carapelle (FG)","150,49","2022-10-16"
"Maria Marazzi","1992-06-18","Melle","Canetta-Morlacchi Group","Vicolo Ennio, 21 26834, Corte Palasio (LO)","19,76","2022-11-09"
"Mirko Malatesta","2000-02-10","Santorso","Barese, Boccioni e Bixio Group","Vicolo Comeriato, 3 Appartamento 4 41058, Vignola (MO)","146,83","2022-10-22"
"Mirko Malatesta","2000-02-10","Santorso","Filippini, Vidoni e Vigliotti s.r.l.","Via Respighi, 70 12084, Rifreddo Mondovi' (CN)","35,74","2022-11-11"
"Luciano Castiglione","1993-06-07","Baricella","Gangemi e figli","Via Alberico, 0 89049, Stilo (RC)","142,45","2022-10-27"
"Vittorio Gentili","1992-04-27","Sommati","Odescalchi Group","Borgo Gianmarco, 539 16049, Amborzasco (GE)","112,59","2022-11-06"
"Marta Coppola","1984-03-04","Albese Con Cassano","Passalacqua s.r.l.","Piazza Alfio, 40 Appartamento 5 80063, Piano Di Sorrento (NA)","187,27","2022-11-11"
"Marta Coppola","1984-03-04","Albese Con Cassano","Cociarelli, Rosselli e Giannetti Group","Contrada Roberta, 26 Appartamento 4 06083, Bastia (PG)","45,70","2022-10-26"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Scotti SPA","Stretto Ciampi, 368 Piano 8 24020, Gromo (BG)","138,72","2022-10-27"
"Marta Coppola","1984-03-04","Albese Con Cassano","Cociarelli, Rosselli e Giannetti Group","Contrada Roberta, 26 Appartamento 4 06083, Bastia (PG)","34,35","2022-10-13"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Barracco-Anguissola s.r.l.","Borgo Ilaria, 61 Piano 9 84051, Centola (SA)","128,14","2022-10-29"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Serlupi-Colletti e figli","Piazza Giampiero, 26 Piano 1 26025, Pandino (CR)","171,56","2022-11-01"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Ioppi, Baggio e Trentin e figli","Vicolo Donatella, 710 Piano 4 25031, Capriolo (BS)","7,59","2022-10-24"
"Mirko Malatesta","2000-02-10","Santorso","Roero-Ferrari s.r.l.","Strada Tomaselli, 6 Piano 5 31035, Ciano Del Montello (TV)","144,81","2022-10-13"
"Luciano Castiglione","1993-06-07","Baricella","Giovine SPA","Borgo Gabba, 443 Piano 7 74014, Laterza (TA)","130,45","2022-11-06"
"Luciano Castiglione","1993-06-07","Baricella","Marazzi-Mondadori SPA","Vicolo Sollima, 6 Appartamento 11 20847, Albiate (MB)","109,42","2022-11-05"
"Vittorio Gentili","1992-04-27","Sommati","Tebaldi-Ughi e figli","Via Tamborini, 53 80047, Santa Maria La Scala (NA)","248,84","2022-11-04"
"Marta Coppola","1984-03-04","Albese Con Cassano","Porcellato, Monaco e Udinese Group","Via Amadeo, 718 Piano 3 55018, Segromigno In Monte (LU)","14,71","2022-11-05"
"Mirko Malatesta","2000-02-10","Santorso","Roero-Ferrari s.r.l.","Strada Tomaselli, 6 Piano 5 31035, Ciano Del Montello (TV)","38,47","2022-10-28"
"Luciano Castiglione","1993-06-07","Baricella","Donà, Eco e Gianinazzi SPA","Via Piero, 9 Appartamento 8 95031, Adrano (CT)","33,44","2022-11-01"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Mazzanti-Grasso Group","Canale Rosario, 94 Appartamento 73 36021, Ponte Di Barbarano (VI)","226,11","2022-11-03"
"Diana Maffei","1995-12-06","Peschici","Sforza-Ferrata SPA","Stretto Cafarchia, 3 Piano 7 30035, Mirano (VE)","203,17","2022-10-17"
"Maria Marazzi","1992-06-18","Melle","Parmitano Group","Rotonda Surian, 57 Appartamento 69 22025, Lezzeno (CO)","175,30","2022-10-20"
"Mirko Malatesta","2000-02-10","Santorso","Barese, Boccioni e Bixio Group","Vicolo Comeriato, 3 Appartamento 4 41058, Vignola (MO)","51,95","2022-11-06"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Ioppi, Baggio e Trentin e figli","Vicolo Donatella, 710 Piano 4 25031, Capriolo (BS)","92,90","2022-11-10"
"Vittorio Gentili","1992-04-27","Sommati","Almagià-Zanazzo e figli","Incrocio Accardo, 96 Appartamento 51 15029, Solero (AL)","112,34","2022-11-02"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Gucci, Garibaldi e Celentano s.r.l.","Contrada Margherita, 949 Appartamento 88 70121, Bari (BA)","141,80","2022-10-23"
"Diana Maffei","1995-12-06","Peschici","Orengo, Ruffini e Petrucci s.r.l.","Contrada Antonello, 72 81013, San Giovanni E Paolo (CE)","37,52","2022-11-04"
"Diana Maffei","1995-12-06","Peschici","Sagese, Canali e Favata Group","Via Balotelli, 42 Appartamento 8 20017, Lucernate (MI)","97,52","2022-11-01"
"Marta Coppola","1984-03-04","Albese Con Cassano","Procacci-Mastandrea s.r.l.","Stretto Pometta, 383 63828, Campofilone (FM)","220,12","2022-10-20"
"Maria Marazzi","1992-06-18","Melle","Marino e figli","Borgo Sandro, 37 30131, Venezia (VE)","163,7","2022-10-20"
"Tullio Majorana","1991-12-04","Giralba","Antonello, Telesio e Pavarotti e figli","Canale Fiorenzo, 718 Piano 2 83050, San Nicola Baronia (AV)","114,17","2022-10-19"
"Tullio Majorana","1991-12-04","Giralba","Pigafetta e figli","Canale Visintini, 610 Appartamento 94 00025, Gerano (RM)","153,35","2022-10-29"
"Tullio Majorana","1991-12-04","Giralba","Rossini e figli","Rotonda Daria, 5 Piano 7 28014, Maggiora (NO)","51,13","2022-11-02"
"Tullio Majorana","1991-12-04","Giralba","Volta e figli","Piazza Gritti, 29 Appartamento 2 34071, Brazzano (GO)","249,28","2022-10-20"
"Mirko Malatesta","2000-02-10","Santorso","Filippini, Vidoni e Vigliotti s.r.l.","Via Respighi, 70 12084, Rifreddo Mondovi' (CN)","165,64","2022-10-28"
"Diana Maffei","1995-12-06","Peschici","Barsanti-Pace e figli","Viale Tamburello, 565 Piano 1 40137, Bologna (BO)","70,51","2022-10-23"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Rinaldi, Virgilio e Panatta Group","Strada Leonetti, 68 90022, Caltavuturo (PA)","75,58","2022-10-17"
"Mirko Malatesta","2000-02-10","Santorso","Guglielmi SPA","Vicolo Lina, 99 Appartamento 9 72014, Caranna (BR)","184,55","2022-10-25"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Luria e figli","Incrocio Federico, 963 Appartamento 7 10045, Piossasco (TO)","104,4","2022-10-21"
"Tullio Majorana","1991-12-04","Giralba","Rossini e figli","Rotonda Daria, 5 Piano 7 28014, Maggiora (NO)","228,24","2022-10-17"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Tosto, Piacentini e Trapani SPA","Via Sonia, 1 Piano 5 35017, Ronchi (PD)","96,53","2022-10-20"
"Luciano Castiglione","1993-06-07","Baricella","Ziani e figli","Via Milena, 413 Appartamento 39 13891, Camburzano (BI)","33,82","2022-10-25"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Pacomio-Sinisi Group","Viale Grassi, 53 Piano 9 19033, Molicciara (SP)","173,82","2022-10-26"
"Tullio Majorana","1991-12-04","Giralba","Rossini e figli","Rotonda Daria, 5 Piano 7 28014, Maggiora (NO)","108,9","2022-10-25"
"Mirko Malatesta","2000-02-10","Santorso","Bonino-Nolcini e figli","Via Casaleggio, 15 Appartamento 97 44037, Jolanda Di Savoia (FE)","56,59","2022-10-20"
"Tullio Majorana","1991-12-04","Giralba","Rossini e figli","Rotonda Daria, 5 Piano 7 28014, Maggiora (NO)","134,69","2022-10-15"
"Luciano Castiglione","1993-06-07","Baricella","Fattori, Zarlino e Schiavo Group","Viale Bergoglio, 34 Appartamento 3 23016, Mantello (SO)","1,4","2022-10-25"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Comencini, Boito e Modigliani SPA","Via Ernesto, 166 50019, Querceto (FI)","93,98","2022-11-04"
"Luciano Castiglione","1993-06-07","Baricella","Malaparte s.r.l.","Stretto Carla, 20 Piano 7 63900, San Marco (FM)","62,4","2022-10-21"
"Marta Coppola","1984-03-04","Albese Con Cassano","Procacci-Mastandrea s.r.l.","Stretto Pometta, 383 63828, Campofilone (FM)","210,65","2022-10-31"
"Diana Maffei","1995-12-06","Peschici","Vercelloni, Fioravanti e Navone Group","Rotonda Tiziana, 93 Piano 9 03010, Madonna Delle Grazie (FR)","124,72","2022-10-23"
"Tullio Majorana","1991-12-04","Giralba","Raurica, Pistoletto e Gangemi Group","Canale Gilberto, 39 33046, Pulfero (UD)","200,64","2022-10-17"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Maderna-Riccardi Group","Strada Lidia, 4 46040, Gazoldo Degli Ippoliti (MN)","140,71","2022-10-31"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Bianchini-Zola e figli","Via Pareto, 258 92027, Licata (AG)","102,55","2022-10-23"
"Tullio Majorana","1991-12-04","Giralba","Raurica, Pistoletto e Gangemi Group","Canale Gilberto, 39 33046, Pulfero (UD)","57,25","2022-10-28"
"Luciano Castiglione","1993-06-07","Baricella","Ziani e figli","Via Milena, 413 Appartamento 39 13891, Camburzano (BI)","209,25","2022-10-16"
"Maria Marazzi","1992-06-18","Melle","Marino e figli","Borgo Sandro, 37 30131, Venezia (VE)","224,52","2022-11-05"
"Mirko Malatesta","2000-02-10","Santorso","Salieri SPA","Via Bocca, 40 Piano 7 87010, Rota Greca (CS)","200,36","2022-11-04"
"Tullio Majorana","1991-12-04","Giralba","Toninelli-Foconi Group","Strada Angelina, 79 Piano 1 17022, Borgio (SV)","71,97","2022-10-29"
"Marta Coppola","1984-03-04","Albese Con Cassano","Murialdo, Spinelli e Loredan Group","Rotonda Simone, 5 63835, Montappone (FM)","20,71","2022-11-04"
"Mirko Malatesta","2000-02-10","Santorso","Filippini, Vidoni e Vigliotti s.r.l.","Via Respighi, 70 12084, Rifreddo Mondovi' (CN)","159,99","2022-10-18"
"Maria Marazzi","1992-06-18","Melle","Morpurgo, Ferrucci e Agostinelli SPA","Incrocio Cipolla, 599 20842, Besana In Brianza (MB)","123,50","2022-10-18"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Belletini-Gregorio SPA","Incrocio Ginese, 68 89064, Saline Ioniche (RC)","166,17","2022-11-04"
"Marta Coppola","1984-03-04","Albese Con Cassano","Botticelli-Ortolani s.r.l.","Stretto Annunziata, 7 89841, Pizzinni (VV)","143,82","2022-11-05"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Gianetti s.r.l.","Contrada Briccialdi, 894 55022, Casabasciana (LU)","71,10","2022-10-24"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Doglioni-Scaramucci s.r.l.","Via Alberico, 46 50025, Montespertoli (FI)","116,5","2022-10-23"
"Marta Coppola","1984-03-04","Albese Con Cassano","Cendron, Morellato e Modiano s.r.l.","Stretto Traversa, 676 67057, Pescina (AQ)","69,3","2022-11-08"
"Diana Maffei","1995-12-06","Peschici","Bondumier SPA","Rotonda Argenti, 7 Piano 8 13855, Valdengo (BI)","83,83","2022-11-09"
"Mirko Malatesta","2000-02-10","Santorso","Barese, Boccioni e Bixio Group","Vicolo Comeriato, 3 Appartamento 4 41058, Vignola (MO)","1,46","2022-10-23"
"Diana Maffei","1995-12-06","Peschici","Vercelloni, Fioravanti e Navone Group","Rotonda Tiziana, 93 Piano 9 03010, Madonna Delle Grazie (FR)","73,7","2022-10-31"
"Vittorio Gentili","1992-04-27","Sommati","Mondaini, Lollobrigida e Pavone e figli","Contrada Valguarnera, 10 Appartamento 14 70010, Adelfia Montrone (BA)","46,48","2022-11-03"
"Marta Coppola","1984-03-04","Albese Con Cassano","Oscuro SPA","Incrocio Morandi, 3 Appartamento 84 76123, Andria (BT)","130,62","2022-10-31"
"Mario Acerbi","1987-11-15","Cava D'Aliga","Gianetti s.r.l.","Contrada Briccialdi, 894 55022, Casabasciana (LU)","47,80","2022-11-08"
"Diana Maffei","1995-12-06","Peschici","Sforza-Ferrata SPA","Stretto Cafarchia, 3 Piano 7 30035, Mirano (VE)","226,39","2022-10-16"
"Maria Marazzi","1992-06-18","Melle","Canetta-Morlacchi Group","Vicolo Ennio, 21 26834, Corte Palasio (LO)","111,35","2022-10-29"
"Marta Coppola","1984-03-04","Albese Con Cassano","Chiesa-Piccinni e figli","Borgo Gloria, 4 23871, Lomagna (LC)","175,4","2022-11-03"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Borsiere SPA","Canale Alessandra, 93 71041, Carapelle (FG)","57,85","2022-10-20"
"Marta Coppola","1984-03-04","Albese Con Cassano","Porcellato, Monaco e Udinese Group","Via Amadeo, 718 Piano 3 55018, Segromigno In Monte (LU)","21,75","2022-11-08"
"Vittorio Gentili","1992-04-27","Sommati","Tebaldi-Ughi e figli","Via Tamborini, 53 80047, Santa Maria La Scala (NA)","184,48","2022-10-13"
"Tullio Majorana","1991-12-04","Giralba","Pigafetta e figli","Canale Visintini, 610 Appartamento 94 00025, Gerano (RM)","140,16","2022-10-28"
"Mirko Malatesta","2000-02-10","Santorso","Fantozzi SPA","Piazza Guarino, 7 Appartamento 43 06134, Perugia (PG)","37,14","2022-11-04"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Tosto, Piacentini e Trapani SPA","Via Sonia, 1 Piano 5 35017, Ronchi (PD)","164,22","2022-10-25"
"Luciano Castiglione","1993-06-07","Baricella","Marazzi-Mondadori SPA","Vicolo Sollima, 6 Appartamento 11 20847, Albiate (MB)","68,15","2022-11-06"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Manacorda Group","Borgo Catenazzi, 33 Appartamento 65 44037, Jolanda Di Savoia (FE)","101,20","2022-10-20"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Luria e figli","Incrocio Federico, 963 Appartamento 7 10045, Piossasco (TO)","116,8","2022-10-21"
"Marta Coppola","1984-03-04","Albese Con Cassano","Porcellato, Monaco e Udinese Group","Via Amadeo, 718 Piano 3 55018, Segromigno In Monte (LU)","53,71","2022-10-15"
"Maria Marazzi","1992-06-18","Melle","Canetta-Morlacchi Group","Vicolo Ennio, 21 26834, Corte Palasio (LO)","75,76","2022-11-09"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Zamengo e figli","Via Scarfoglio, 145 09030, Pabillonis (SU)","31,55","2022-10-13"
"Vittorio Gentili","1992-04-27","Sommati","Tresoldi-Tebaldi e figli","Vicolo Gino, 13 Piano 7 84070, Salento (SA)","46,89","2022-10-26"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Zamengo e figli","Via Scarfoglio, 145 09030, Pabillonis (SU)","98,25","2022-11-06"
"Luciano Castiglione","1993-06-07","Baricella","Fattori, Zarlino e Schiavo Group","Viale Bergoglio, 34 Appartamento 3 23016, Mantello (SO)","188,7","2022-11-03"
"Vittorio Gentili","1992-04-27","Sommati","Mondaini, Lollobrigida e Pavone e figli","Contrada Valguarnera, 10 Appartamento 14 70010, Adelfia Montrone (BA)","202,59","2022-10-21"
"Diana Maffei","1995-12-06","Peschici","Finotto, Ajello e Cerutti s.r.l.","Borgo Azeglio, 31 26817, San Martino In Strada (LO)","142,87","2022-10-24"
"Marta Coppola","1984-03-04","Albese Con Cassano","Murialdo, Spinelli e Loredan Group","Rotonda Simone, 5 63835, Montappone (FM)","231,11","2022-11-07"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Pacomio-Sinisi Group","Viale Grassi, 53 Piano 9 19033, Molicciara (SP)","161,59","2022-10-21"
"Ugolino Schicchi-Traversa","1995-04-17","Carnello","Serlupi-Colletti e figli","Piazza Giampiero, 26 Piano 1 26025, Pandino (CR)","177,84","2022-10-30"
"Sig.ra Lauretta Gigli","1991-09-14","Pignataro Maggiore","Mazzanti-Grasso Group","Canale Rosario, 94 Appartamento 73 36021, Ponte Di Barbarano (VI)","249,57","2022-10-21"
"Mirko Malatesta","2000-02-10","Santorso","Prada-Meucci e figli","Incrocio Spanevello, 89 Piano 7 00159, Roma (RM)","57,58","2022-10-30"
"Mirko Malatesta","2000-02-10","Santorso","Prada-Meucci e figli","Incrocio Spanevello, 89 Piano 7 00159, Roma (RM)","201,77","2022-10-14"
